danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
0.544,0.00637,-41.233,0.0472,0.897,0.764,0.134,0.359,125.937,1k2uQVGTxgY3ibLJrSwcOf,124973,2.0
0.552,0.00645,-41.192,0.0476,0.893,0.793,0.195,0.32,125.951,35t5VLbidGkVvHm5pBwQP4,119267,2.0
0.625,0.327,-17.139,0.954,0.13,0.0,0.147,0.416,176.142,1Wh4nkuF1JWcBV0e3X3Qw9,193796,2.0
0.627,0.0524,-29.313,0.0443,0.935,0.864,0.179,0.537,131.0,0wzpEYCbQKVu6wl5WIDGHE,120067,4.0
0.543,0.0063,-41.234,0.0472,0.896,0.741,0.134,0.337,125.937,0HpfQXLInLgfQpBKCzWAfQ,124973,2.0
0.562,0.0459,-28.571,0.0493,0.962,0.928,0.217,0.478,132.086,6W7klNApa5vR0k4mcj1hWS,122040,2.0
0.543,0.0063,-41.234,0.0472,0.896,0.741,0.134,0.337,125.937,5xATIe4p3h601em0YaHUtJ,124973,2.0
0.709,0.384,-16.393,0.925,0.216,0.0,0.323,0.348,112.752,6tis1GHUm6O5A2i6g4Gq26,186500,2.0
0.632,0.0532,-29.306,0.051,0.927,0.689,0.234,0.533,130.955,1oaUG7Ygk2qkNb9cE5iWHS,120067,2.0
0.677,0.024,-32.142,0.0678,0.876,0.946,0.189,0.513,120.897,4K0ec3qqSf6p0WI0RnEYRp,127427,1.0
0.637,0.0532,-29.306,0.0514,0.927,0.689,0.235,0.533,130.961,7Ejq4YVaJrMj0TfuiVcjBx,120067,2.0
0.627,0.0524,-29.313,0.0443,0.935,0.864,0.179,0.537,131.002,4yu7hcFsnbXXAh5RPINzGd,120067,3.0
0.657,0.266,-15.971,0.052,0.94,0.8,0.244,0.591,115.425,2dOnm906XObf5zN29N1rMD,230627,1.0
0.395,0.197,-20.971,0.038,0.569,0.949,0.19,0.273,107.64,7x4gZJAGeF7tPJhk39XJrN,282733,1.0
0.799,0.152,-13.423,0.0523,0.663,0.944,0.0468,0.283,96.104,3d2E8Wx7ohxQIpSguVPeel,336093,2.0
0.811,0.879,-7.784,0.0817,5.03e-05,0.886,0.0695,0.3,124.0,4eX0EPTJt8qrgZ3phm6ND3,406000,1.0
0.272,0.306,-14.874,0.0562,0.932,0.859,0.0976,0.0966,122.252,300nusbR62RWV8sVZZMipk,1013827,1.0
0.42,0.147,-23.97,0.0399,0.98,0.939,0.0779,0.214,115.468,1NSDByvhtqGRa8mbE5txE6,504960,1.0
0.387,0.0119,-29.243,0.057,0.991,0.937,0.143,0.0728,203.647,4tQAuDo9qicYcJXNRM16sj,206573,1.0
0.396,0.123,-18.736,0.0417,0.983,0.899,0.0993,0.04,106.912,3yDFmWzYLVpEj6Q8y098YV,374027,2.0
0.164,0.7,-14.016,0.0446,0.844,0.191,0.182,0.218,93.931,67AH4dK78FrC1UBccTqyzH,171333,0.0
0.396,0.123,-18.736,0.0417,0.983,0.899,0.0993,0.04,106.912,1nqPLVuLwtziQfQc9jKY3h,374027,0.0
0.42,0.147,-23.969,0.0401,0.98,0.94,0.0779,0.215,115.615,7f84YinQmjjwEzMCxCJM2E,504960,1.0
0.409,0.387,-21.066,0.0352,0.937,0.809,0.315,0.546,121.853,5Ebfk4VkLdMKCJcZSuBoRt,94067,1.0
0.477,0.0422,-25.816,0.0528,0.991,0.819,0.696,0.228,100.47,59jOnlDjDOPUfg38oUa8hm,304242,3.0
0.604,0.506,-3.859,0.0712,0.778,0.0,0.639,0.838,84.9,7lulGLhsv9ZhKe5bS1MREI,60608,2.0
0.177,0.0922,-24.552,0.0459,0.871,0.542,0.101,0.0899,89.021,2JW5SnBpQBlaFLIeC9JWBj,885173,1.0
0.181,0.0779,-23.928,0.0436,0.936,0.789,0.124,0.0596,76.677,2co62WbeapFGqFkSlwMSsW,894787,3.0
0.487,0.923,-3.854,0.103,0.119,0.0,0.143,0.482,110.166,5TAOGcvKxWlikSCsOSP0sB,124787,2.0
0.49,0.205,-20.967,0.0346,0.989,0.916,0.148,0.599,143.373,3CwnOi6GynEsV4Firrn6pb,150511,2.0
0.386,0.134,-17.048,0.0312,0.92,0.866,0.118,0.376,97.37,4uDsdwqZj73wyENtkcQhRF,227000,3.0
0.219,0.57,-7.095,0.0351,0.134,0.0,0.0651,0.645,154.426,6Bp8D8ClaVIw3kNr0hIRCV,211013,2.0
0.637,0.0506,-29.372,0.0463,0.933,0.872,0.167,0.561,131.059,4UXO2Fk4VXpL5D1MXIrUIU,120067,0.0
0.46,0.332,-19.921,0.0336,0.967,0.914,0.263,0.934,114.984,6Bp2F2kksQMUVJSjJ71VHi,54653,3.0
0.849,0.476,-9.861,0.0687,0.962,0.182,0.046,0.875,135.303,668qO0tq7HdnPkXJGcWZgX,237678,3.0
0.602,0.0718,-24.084,0.0395,0.979,0.952,0.139,0.491,130.565,26BdhxHtt34wN4k1A7N71V,167960,2.0
0.464,0.378,-15.529,0.0347,0.926,0.923,0.371,0.548,93.978,6rgLjXBvYMK9txfjI1V5tA,204333,2.0
0.8,0.408,-13.1,0.043,0.0164,0.814,0.115,0.211,112.011,6CPfKBm1FXuiAX2HhrYyOn,154787,1.0
0.505,0.466,-18.927,0.0351,0.0294,0.897,0.114,0.872,91.072,23Acpzo4ng1DHME4Z7cyzI,120477,0.0
0.402,0.397,-14.549,0.0414,0.853,0.948,0.158,0.421,123.18,6aKBzUFlhwE7c3fAyaaxoh,283160,3.0
0.524,0.257,-22.055,0.0454,0.979,0.887,0.0544,0.294,122.028,5LKcVEMqZKL7ntxrAHVGOw,144613,1.0
0.0658,0.294,-16.473,0.0375,0.64,0.0474,0.0861,0.149,72.641,5rC4RbSW4sJm0IjIu1IraP,203067,1.0
0.262,0.656,-15.659,0.0384,0.857,0.127,0.353,0.248,93.845,3zhXKBBNaeOgjg2HaWfM36,171067,1.0
0.118,0.696,-14.02,0.0422,0.845,0.136,0.164,0.243,187.427,0RB7qPTFrQHYgAoQ1A9fBv,171333,1.0
0.386,0.134,-17.048,0.0312,0.92,0.866,0.118,0.376,97.37,0VLZrvYzDi9JIdMjRBDliO,227000,1.0
0.148,0.166,-23.023,0.0486,0.857,0.767,0.0664,0.096,78.778,5E0VGYCTsZ6Gjhghioj8KF,979960,1.0
0.164,0.704,-13.993,0.0401,0.836,0.151,0.182,0.246,93.579,4hmG3y6ytdDKZmvgbLPUeg,167720,2.0
0.377,0.0331,-31.212,0.0381,0.96,0.832,0.105,0.132,100.456,3yb48EWDOyt0IuBzDItsDp,328813,2.0
0.388,0.0331,-31.212,0.0385,0.961,0.833,0.106,0.133,104.283,1Kpr8fU3q39A5eREgxoIJN,328813,2.0
0.439,0.00708,-35.269,0.0527,0.98,0.886,0.0871,0.0566,118.374,3aYulIJJeKdiKYDd34nmmU,371800,1.0
0.425,0.0217,-31.015,0.066,0.97,0.847,0.0818,0.153,171.913,31aVdPEMViVIaZByXgJVNU,316480,3.0
0.387,0.018,-35.054,0.053,0.981,0.801,0.0919,0.275,120.141,0NM1BVyZc0NXhd9tY3RmOb,386240,1.0
0.387,0.018,-35.054,0.053,0.981,0.801,0.0919,0.275,120.693,5NC97dfHXDgTTpyrSHb80v,386240,3.0
0.524,0.0218,-31.015,0.0611,0.97,0.844,0.0818,0.145,62.542,0uK3glctMJLTQY3A8YNjUT,316480,3.0
0.776,0.613,-4.089,0.227,0.26,5.73e-05,0.472,0.775,186.051,6aoh2htM9H1RZf4IAw3T0O,208394,3.0
0.268,0.0054,-30.596,0.0423,0.995,0.815,0.0997,0.0828,70.182,7MW77baUPrzZ5jTAWtE30y,104000,1.0
0.286,0.897,-6.218,0.0469,0.0194,0.89,0.215,0.739,117.259,7JKO4oBn5NRIpx8MlgTKEk,189693,2.0
0.467,0.559,-10.239,0.423,0.654,0.0,0.202,0.323,76.836,0hI8oT3BTaOyWL2ULeEcGo,224812,1.0
0.295,0.898,-6.166,0.0521,0.0327,0.889,0.274,0.684,116.896,0ad1gDefzkUK6uM4td6OX2,188942,2.0
0.185,0.211,-13.539,0.0434,0.8,0.272,0.116,0.159,70.059,4G01piT4Gny1KKPb2xRSre,48573,1.0
0.438,0.142,-24.671,0.0442,0.993,0.918,0.132,0.538,171.155,0YMYhrEWtnSyY7EstzWV6Z,68027,2.0
0.202,0.0892,-18.094,0.0333,0.969,0.884,0.144,0.139,173.162,4urvLbjD6OuW3seEdNuMKg,617293,3.0
0.192,0.0657,-25.8,0.0397,0.985,0.925,0.1,0.551,147.436,0ZpJwXEoriVRZcpW0zln6z,177448,3.0
0.209,0.128,-21.779,0.0422,0.95,0.936,0.166,0.214,180.848,2M9ggbK90kjr3k6JB0bsDT,360227,2.0
0.284,0.0388,-24.575,0.0566,0.988,0.929,0.109,0.472,179.265,2D9S4BIyu6RXx03Nc42Tnn,172277,3.0
0.484,0.677,-7.54,0.0281,0.27,0.000515,0.0702,0.255,77.932,0hn8unur98flZzRBLPtdcm,215385,2.0
0.438,0.74,-7.458,0.0277,0.158,0.0159,0.374,0.288,155.43,6cUWxDCLKjKmc92wAiGdMz,315000,2.0
0.555,0.044,-28.569,0.057,0.963,0.918,0.21,0.446,132.224,5n3lNazwohklp3Zyxn80sg,122000,2.0
0.677,0.521,-8.201,0.0413,0.014,0.425,0.0635,0.803,137.982,6eWG9sRBHtZU8zpcyii1db,244707,0.0
0.46,0.332,-19.921,0.0337,0.967,0.914,0.263,0.934,114.984,4t3UVu5L4ukygjlpZUzQMG,54653,2.0
0.465,0.0701,-26.413,0.0433,0.992,0.885,0.0608,0.513,149.916,3sEHOFLYuaqolCaZ2OFtpL,140587,1.0
0.465,0.0701,-26.413,0.0433,0.992,0.885,0.0608,0.513,149.916,7tuJIJDj0wluKz2HFr1Qhb,140587,2.0
0.166,0.698,-13.761,0.0417,0.858,0.132,0.325,0.213,92.983,65x7OKbCZ3xebmWiQOYk3G,170493,2.0
0.55,0.0307,-30.489,0.0341,0.874,0.705,0.0963,0.393,127.675,2CimobMJPOh0vghVFOkpkS,170760,1.0
0.165,0.101,-21.438,0.0424,0.963,0.846,0.131,0.0724,83.35,4lpMDWD34poJ6FowwEHLtt,998733,2.0
0.568,0.107,-22.751,0.0332,0.922,0.921,0.0614,0.378,126.894,08JKpJBufyROT55z35l0dk,170667,2.0
0.55,0.0307,-30.489,0.0341,0.874,0.705,0.0963,0.393,127.675,6fKsm4qt0SC1Hrwwy34rMr,170760,3.0
0.165,0.101,-21.438,0.0424,0.963,0.846,0.131,0.0724,83.35,6eiq1VYCnUzwoyMiflwHLy,998733,0.0
0.55,0.0307,-30.489,0.0341,0.874,0.705,0.0963,0.393,127.675,56qHio3VErtiPO78EVOY1n,170760,1.0
0.543,0.0307,-30.483,0.0345,0.875,0.705,0.0964,0.394,127.62,0UlFtmetcCGU9B6detRjT0,170760,1.0
0.802,0.903,-6.525,0.0525,0.000581,0.693,0.0525,0.879,125.0,0JY6Ql4NfC9uj3BXq4FqJo,347759,1.0
0.3,0.185,-16.412,0.0313,0.962,0.842,0.408,0.412,175.741,5yGIL05m4uxLdN31LKH2vT,376467,2.0
0.186,0.155,-15.459,0.036,0.981,0.779,0.156,0.108,190.996,6ttvVh55hOpFCJ5eWHcj7i,666133,3.0
0.215,0.354,-15.956,0.0599,0.893,0.922,0.0862,0.087,99.365,4b3gMfTRiyUud0kqUKBq1H,925667,1.0
0.204,0.282,-13.497,0.0277,0.931,0.943,0.157,0.364,183.777,0cly9MkhQolidiTN3HKrdc,466667,2.0
0.626,0.339,-16.05,0.0596,0.907,0.961,0.198,0.851,98.638,4DdNn3YFj4iy8OCpbFM3X0,53200,3.0
0.802,0.903,-6.525,0.0525,0.000581,0.693,0.0525,0.879,125.0,5uHFp4HgkkhaFV0c6oEAT6,347759,1.0
0.186,0.26,-13.783,0.0328,0.971,0.915,0.294,0.343,183.283,0qnKpChQIXi2I198FbtWA4,370867,0.0
0.709,0.37,-20.206,0.0417,0.959,0.787,0.176,0.656,98.529,4JZ6YelV337BoDUKlwlvP9,115853,0.0
0.268,0.706,-13.974,0.0389,0.853,0.126,0.196,0.256,93.095,1EQK27sRCB2sC5WuXndmID,168427,2.0
0.206,0.282,-8.796,0.0368,0.699,0.821,0.149,0.0398,65.8,55MbTLV104Z6xDakLSJ4ER,242773,3.0
0.136,0.773,-9.787,0.0423,0.653,0.633,0.364,0.257,91.147,1aWgC19UW4NXq68JjjGr24,173760,3.0
0.105,0.658,-12.765,0.0452,0.584,0.623,0.368,0.334,183.01,7yNt2vmLmqOudPR8t8oCNO,173267,1.0
0.396,0.0625,-26.038,0.0376,0.948,0.906,0.0971,0.174,85.217,1qyqBKhlv7hjyn9YihCVc2,76000,1.0
0.243,0.714,-14.031,0.0389,0.843,0.237,0.194,0.236,93.647,19DZ0aZnKee4UPvdnBWqnv,167533,2.0
0.51,0.775,-7.127,0.419,0.183,0.0,0.113,0.586,91.807,6kTkQfyDYYY3apM8nehyyk,143256,2.0
0.336,0.0594,-26.066,0.0365,0.949,0.883,0.0975,0.177,82.531,1B1nC3B0rxrMsh6riRt8u8,76000,1.0
0.401,0.205,-18.09,0.0489,0.962,0.9,0.246,0.253,69.706,1roEGiXBHKkOz3nwLdKdTX,67933,4.0
0.382,0.205,-18.407,0.0528,0.962,0.903,0.224,0.281,138.871,2L3pCc6CkTpUqbqDWE3ztO,67933,1.0
0.14,0.0239,-36.501,0.0421,0.942,0.0459,0.201,0.272,161.468,3AeQYnU4liveg7paDaLD1j,54120,1.0
0.0998,0.00589,-31.984,0.0411,0.941,0.82,0.0906,0.0372,83.238,1nC5I4SMEPWWVx12XTv0sP,212920,2.0
0.614,0.21,-15.299,0.958,0.498,0.0,0.0788,0.0852,169.147,1l6iQtDqZ5c3EJz54mCSco,695453,0.0
0.271,0.31,-14.901,0.0566,0.936,0.868,0.0951,0.112,120.102,0bbsOU8LcebWoJ4dvGNC9N,1013827,2.0
0.272,0.306,-14.874,0.0562,0.932,0.859,0.0976,0.0966,122.252,5cZURYccCVfkoKsKXRvsHe,1013827,1.0
0.573,0.131,-27.921,0.0495,0.991,0.831,0.123,0.927,139.277,1FfDkPl2CPU5GZq7YE5Kgw,60319,2.0
0.293,0.201,-22.446,0.0322,0.837,0.886,0.758,0.334,57.963,7CwAxberYrluRfVDkfyrA9,65547,3.0
0.485,0.161,-18.2,0.0393,0.993,0.869,0.113,0.7,139.111,4GqnZJHnjFITj825Ycq1IA,148667,2.0
0.224,0.0711,-17.526,0.0389,0.994,0.896,0.171,0.117,96.793,3jf75KnCSVqA048j6beBg4,310491,3.0
0.526,0.103,-20.325,0.0402,0.956,0.9,0.184,0.301,137.675,1kiJuscoCa1Ro9YhYQhHPu,85960,2.0
0.8,0.486,-11.664,0.0568,0.767,0.942,0.0499,0.682,144.039,0XfF00iCUWJQpo5mNGYKQO,216000,1.0
0.626,0.32,-11.695,0.044,0.849,0.981,0.0494,0.598,167.566,6JfxUBbOpshtMRMxyrLPO7,202680,2.0
0.825,0.455,-11.454,0.0444,0.867,0.983,0.0622,0.65,92.068,1OJZlYFInmC6jA5RQuS6iX,171867,2.0
0.786,0.274,-12.404,0.0802,0.677,0.953,0.047,0.508,125.819,04LCfPunz6TawWalPm4u58,265707,0.0
0.403,0.409,-14.455,0.0435,0.841,0.933,0.0696,0.353,123.832,7E5T8cPXmQO4Z9nKc4cZd8,288520,2.0
0.584,0.144,-13.732,0.0965,0.625,0.947,0.0635,0.555,189.921,2Ska1lwShnXePwNh5njGuQ,185947,1.0
0.463,0.367,-16.348,0.0313,0.93,0.94,0.113,0.589,93.934,4RhJJciE3oli13HeYMbFXb,208293,3.0
0.453,0.646,-12.5,0.0438,0.975,0.954,0.578,0.111,100.974,4z2LSrcN7ufzjvbR5TcVm4,157720,2.0
0.535,0.453,-15.988,0.0501,0.848,0.879,0.104,0.595,144.249,4wLPHdmgLCLKGpxoeQeiK3,133333,2.0
0.205,0.126,-18.188,0.0348,0.953,0.811,0.137,0.245,78.42,7j66ZYNQYvZjinGdzuUf7l,445093,1.0
0.866,0.357,-12.22,0.103,0.559,0.883,0.0889,0.491,103.96,3pi9Zxhu4SJrQXl5zvChSD,295587,1.0
0.484,0.514,-15.241,0.0412,0.81,0.938,0.0743,0.659,138.693,1K0KYcwCDDVwRS51iLQ4KQ,130293,1.0
0.234,0.0699,-22.299,0.0393,0.961,0.868,0.313,0.374,198.161,1ZDAx469cOAkzGN5BdF72I,369067,3.0
0.154,0.214,-18.604,0.0474,0.921,0.87,0.228,0.0375,172.387,2yy8ZooHmy1TZeZiHQgc6i,1013667,3.0
0.143,0.226,-17.133,0.0451,0.936,0.851,0.119,0.0392,74.862,1Preqx71ugKkNttyLqcYDr,1018000,3.0
0.254,0.0795,-19.537,0.0399,0.964,0.824,0.102,0.154,184.597,7qdpQhZyOoqYxh8gHVYAMF,542000,2.0
0.463,0.674,-8.137,0.036,0.303,0.193,0.27,0.774,143.36,4lrciagnJJDfUb0yw9C0l3,141947,2.0
0.789,0.684,-12.13,0.419,0.565,9.28e-05,0.129,0.46,146.944,1ePkRZXpXOGj1JQWNZU0kq,111020,1.0
0.802,0.903,-6.525,0.0525,0.000581,0.693,0.0525,0.879,125.0,32v70zggRJg5WWzTUPL1EI,347759,2.0
0.622,0.287,-17.397,0.0462,0.958,0.923,0.308,0.879,155.981,50RBAeq4wAkpdReTNjxE71,145080,1.0
0.399,0.0548,-24.096,0.0466,0.995,0.91,0.395,0.369,130.977,4KJ5dy6CHoHAvE5E7XITtN,259000,1.0
0.288,0.0246,-25.03,0.0566,0.989,0.91,0.107,0.0778,76.66,46q1Nyu7wCHZ5fvontMqxt,516800,2.0
0.359,0.119,-19.95,0.0373,0.991,0.92,0.112,0.233,146.966,4VIlxIk6mBOeNAxJsnLb4M,100413,3.0
0.338,0.063,-18.123,0.0499,0.993,0.899,0.106,0.0682,131.977,6M2R21jmUuEPkwqEnxHGcq,479840,1.0
0.336,0.063,-18.123,0.0496,0.993,0.9,0.106,0.0684,132.836,4ZITjwyrrTUDawQ7PGQ7ZX,479840,0.0
0.279,0.25,-16.139,0.0376,0.844,0.597,0.25,0.566,138.617,6bpc7QjEstgJCfeayTsDZ8,159320,0.0
0.802,0.903,-6.525,0.0525,0.000581,0.693,0.0525,0.879,125.0,0VaeJG8UwuJCnZlxTWdpRo,347759,0.0
0.406,0.016,-25.666,0.0499,0.993,0.905,0.0865,0.0462,131.591,6tfHfOcShpIlODmprVOOCQ,568560,1.0
0.281,0.435,-21.213,0.0384,0.55,0.905,0.352,0.194,88.377,3PlosWTSInm5MEpnV7cykv,69400,1.0
0.0754,0.835,-12.513,0.0478,0.913,0.972,0.694,0.179,181.181,425eLXyX288zZhn5Q33Dz1,180062,2.0
0.231,0.0587,-29.504,0.0431,0.916,0.459,0.535,0.0429,139.082,3dBto5EbVS1WKNIDsQJVN7,494773,2.0
0.276,0.214,-14.668,0.0343,0.968,0.922,0.153,0.233,137.402,2qwRV09dcCQeD4hP2smccm,469493,2.0
0.301,0.282,-13.327,0.0299,0.929,0.881,0.265,0.398,98.768,4ewbeNXuNG5NRtv2HywBhT,321173,1.0
0.187,0.225,-14.917,0.0313,0.906,0.917,0.216,0.399,178.466,5w9UNIKslzNVpQwae9HoGU,375067,1.0
0.669,0.37,-17.121,0.0334,0.953,0.951,0.0833,0.693,110.407,4uy8fhVeQZw7dolGEzcTRg,132533,2.0
0.539,0.376,-14.003,0.0258,0.937,0.931,0.154,0.668,88.064,6djppJMo4WfUrhRDV5TqYv,258333,1.0
0.233,0.0328,-21.092,0.0373,0.967,0.826,0.0767,0.0944,181.234,4L4XMuySRhk9r7NzwCQW1p,675973,0.0
0.358,0.00319,-28.749,0.0415,0.977,0.887,0.0951,0.0657,101.173,06hUOvKiYNdADAEmoYXTTT,555507,2.0
0.486,0.231,-16.735,0.0321,0.947,0.951,0.0963,0.569,146.953,2JL9DqxZQqWVVrCgrzJU8V,146667,1.0
0.0823,0.0931,-25.092,0.0373,0.882,0.883,0.128,0.125,74.064,2Dd4A4S3ezrhlNVrIh0sTg,279640,1.0
0.584,0.729,-9.6,0.0679,0.598,0.0,0.597,0.872,129.362,35C0Hcrtdd9BufRK8DyhBt,231707,1.0
0.32,0.0761,-24.874,0.0312,0.977,0.886,0.0984,0.412,136.365,4cj76Ke6UPTKtyYaz9ziIN,176773,2.0
0.166,0.0924,-25.092,0.0397,0.883,0.884,0.128,0.125,104.676,19wPtyjxoSY1WOUi2o7WSv,279640,2.0
0.288,0.457,-16.437,0.0535,0.383,0.958,0.242,0.149,113.204,0pgiHWXHa8PF9Z44ffkKHw,121093,4.0
0.277,0.113,-18.739,0.0322,0.868,0.822,0.121,0.211,95.654,2zCexcNSweM8iVHybOuOwL,452640,4.0
0.434,0.0312,-34.219,0.0474,0.909,0.95,0.106,0.262,155.522,0qnyGikKx5gEaVWbZIjyXy,199048,4.0
0.658,0.113,-27.485,0.0833,0.864,0.484,0.0896,0.322,143.567,4SfNERxLujgBNisLX8FyW9,218400,2.0
0.635,0.105,-17.487,0.961,0.443,0.0,0.163,0.406,163.898,1GhZlIICvZCKtxoiaxBmft,195720,1.0
0.717,0.11,-16.832,0.95,0.503,0.0,0.195,0.388,119.797,2bhAEbCupLVBGvDKp7occ3,185940,1.0
0.712,0.141,-15.654,0.953,0.582,0.0,0.342,0.406,126.001,1zVzx1usqtaRcPzQcQxadl,208073,1.0
0.543,0.281,-13.987,0.032,0.98,0.87,0.0593,0.441,132.865,5JjWOpQEwiry3Z2Bek3yXX,163360,1.0
0.147,0.352,-13.243,0.0464,0.699,0.913,0.118,0.072,50.466,67kVXLNqdUfzfDz3L4dzfj,925200,2.0
0.292,0.07,-16.64,0.0338,0.973,0.853,0.117,0.0513,134.522,17lIu0JRtdEVKEqKnGBxB3,754600,1.0
0.131,0.00397,-38.216,0.0432,0.966,0.784,0.0965,0.0399,81.066,7hImTRLeNQAbSapWgIzzQm,152333,1.0
0.417,0.0326,-23.466,0.037,0.992,0.905,0.159,0.138,83.124,5tKp0dQqx7CFB1TuVOseJl,143707,1.0
0.396,0.229,-19.37,0.0559,0.99,0.886,0.184,0.18,158.599,0N0MV1yA1JKneH9zk4ZlZR,273640,2.0
0.115,0.0589,-21.306,0.0426,0.99,0.913,0.105,0.0385,172.252,1KvgWTm8L2FX75gcUefc63,260961,3.0
0.144,0.053,-29.068,0.0435,0.9,0.792,0.334,0.0571,86.141,0vMKF3ErAHw3tyqhdVCaJr,753733,1.0
0.226,0.179,-15.468,0.0296,0.942,0.915,0.224,0.263,172.734,5kAQnsVHUh6NtmzTjiYScg,511760,2.0
0.553,0.00645,-41.192,0.0476,0.893,0.793,0.195,0.32,125.951,471KG7aH5GDVJnZaqcmg6m,119267,2.0
0.654,0.76,-8.527,0.0421,0.173,0.867,0.103,0.0341,127.994,6ESrcqG9CUpe7nLZm6DJSA,360020,3.0
0.3,0.233,-14.735,0.03,0.954,0.866,0.122,0.228,87.168,0hAuRZt4HaJRj2xRMSIVhm,491000,1.0
0.63,0.056,-29.298,0.0442,0.934,0.806,0.174,0.546,130.914,3vWevn77srzENKWb0ibNqU,120067,0.0
0.63,0.056,-29.298,0.0442,0.934,0.806,0.174,0.546,130.914,3PUx2zJ9uodIRcktHXK528,120067,1.0
0.632,0.967,-4.61,0.0625,0.00331,0.228,0.0877,0.381,140.0,5EBmPwi25oWEnwm1rqlIxd,245081,1.0
0.179,0.122,-19.34,0.0424,0.927,0.652,0.103,0.0404,86.823,7IunUTqXb9Nd14y7s5K39i,916160,0.0
0.206,0.519,-21.036,0.075,0.0908,0.656,0.938,0.249,173.668,4sL6sojGcNb1ShTDJNMAMI,289354,1.0
0.26,0.142,-18.238,0.0355,0.95,0.85,0.136,0.188,81.112,5MF3177BNRNbiLAK7wXySI,537760,2.0
0.232,0.0884,-17.738,0.0405,0.957,0.623,0.0724,0.112,67.846,7F6Xd22TVQhfqGmy2kBOxZ,711693,0.0
0.515,0.122,-22.604,0.0373,0.975,0.777,0.407,0.406,74.981,4mheQ2M0CAjq8BUCC0BHZr,146160,1.0
0.12,0.0543,-28.787,0.0462,0.902,0.771,0.225,0.0568,69.965,02vwTdpHmRdNABkh9AVUx2,752227,2.0
0.407,0.182,-14.188,0.0299,0.92,0.783,0.139,0.564,133.843,3bCeb1UfykVaOs3cMDfW1b,114107,1.0
0.541,0.121,-23.119,0.0555,0.922,0.91,0.463,0.148,78.322,52jfwOiKe6ZkI9Faqp7xSk,73253,2.0
0.224,0.167,-21.02,0.0445,0.922,0.879,0.0973,0.102,139.899,59lXdZGc48cqxOYjo6t7Nw,876853,2.0
0.455,0.0175,-37.756,0.0733,0.897,0.767,0.0809,0.203,158.882,7FrlgbjYqVTDI3jHIsdO6S,203893,2.0
0.159,0.261,-16.302,0.0441,0.867,0.853,0.0847,0.106,79.935,1RRuVH62zW6pheqoDxqIHs,832253,0.0
0.482,0.152,-19.707,0.0392,0.989,0.816,0.131,0.289,111.727,4Ij37pbEA79SJQplEUIlrV,91240,0.0
0.329,0.152,-21.351,0.0365,0.989,0.904,0.113,0.497,134.23,3xgBbCj1emrrdYLbG4XMx6,71213,1.0
0.572,0.181,-21.005,0.032,0.971,0.91,0.297,0.491,83.029,1PdykLynKF2zEFPUmLJdna,131573,2.0
0.178,0.0478,-36.294,0.046,0.491,0.00324,0.385,0.301,76.347,1UIVQHscb30LaIW8dCLNtb,54440,2.0
0.303,0.961,-12.737,0.063,0.77,0.964,0.511,0.0325,121.137,643kBY4FXOXFprI6oYKiOj,259056,2.0
0.251,0.101,-16.187,0.0346,0.973,0.672,0.448,0.143,92.051,4xceIacSBEaXAsY5w26RBE,426960,1.0
0.359,0.25,-13.656,0.0319,0.967,0.901,0.093,0.377,175.911,4vhwsUM0TmzCnJJ7H0fTf3,370600,1.0
0.595,0.192,-22.992,0.0339,0.983,0.951,0.164,0.591,75.26,62qpC2aD5zOpkrDNaAaZw3,144560,4.0
0.564,0.328,-16.602,0.0342,0.84,0.949,0.284,0.791,118.948,0LYpJ5qB8nyJgM1xaAlLjn,175267,2.0
0.221,0.264,-15.534,0.0422,0.928,0.854,0.0782,0.0812,137.808,0TI59jvngD9Fun67Mm5B75,988813,4.0
0.259,0.123,-20.132,0.0291,0.334,0.315,0.126,0.28,82.231,3WkBcFIMIntMraMDAeZlBc,171947,3.0
0.622,0.14,-19.32,0.955,0.486,0.0,0.127,0.538,171.181,629zGQeDBNoK6dV7s6usWn,181790,1.0
0.389,0.133,-16.969,0.0301,0.912,0.812,0.145,0.408,97.156,4OEXQvxhnNQZA1oWzAU7yX,226000,4.0
0.703,0.221,-18.499,0.93,0.669,0.0,0.118,0.695,84.281,50xoWUhtn9sXDgLAvBb8Dd,180567,4.0
0.412,0.801,-5.399,0.0552,0.000613,0.034,0.161,0.168,138.137,3wSC8cGL8gUMDTidXXauAy,240120,1.0
0.234,0.102,-17.958,0.0456,0.971,0.793,0.187,0.222,176.617,2cRrt2ZQqwZuqvXB2F379X,454600,1.0
0.72,0.292,-16.722,0.93,0.323,0.0,0.0897,0.341,120.027,4Ck6SVKHyavSz8vzZOgRnF,183340,1.0
0.625,0.328,-15.758,0.943,0.765,0.0,0.262,0.801,78.468,0KxZrP9HswbXzpwPKRatD1,185322,1.0
0.389,0.0951,-17.48,0.0398,0.988,0.919,0.0991,0.156,127.465,0Dthor6hi7PCnkjOlkEAs7,348067,1.0
0.202,0.117,-18.815,0.0343,0.913,0.667,0.0842,0.334,179.652,2b20mQqlfdL6MdMo0rslke,517893,3.0
0.232,0.0328,-21.075,0.0376,0.967,0.827,0.0767,0.0952,180.592,3QLVHQtipN6YuUbRjj3jQP,675973,0.0
